Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Gas volume	
(hr) (scf)                                                                                                                                                                         	
8.97504E+5 9.49310E+8                                                                                                                                                              	
8.99040E+5 9.49590E+8                                                                                                                                                              	
9.00576E+5 9.49870E+8                                                                                                                                                              	
9.02112E+5 9.50149E+8                                                                                                                                                              	
9.03648E+5 9.50427E+8                                                                                                                                                              	
9.05184E+5 9.50705E+8                                                                                                                                                              	
9.06720E+5 9.50981E+8                                                                                                                                                              	
9.08256E+5 9.51257E+8                                                                                                                                                              	
9.09792E+5 9.51532E+8                                                                                                                                                              	
9.11328E+5 9.51806E+8                                                                                                                                                              	
9.12864E+5 9.52079E+8                                                                                                                                                              	
9.14400E+5 9.52352E+8                                                                                                                                                              	
9.15936E+5 9.52624E+8                                                                                                                                                              	
9.17472E+5 9.52895E+8                                                                                                                                                              	
9.19008E+5 9.53165E+8                                                                                                                                                              	
9.20544E+5 9.53434E+8                                                                                                                                                              	
9.22080E+5 9.53703E+8                                                                                                                                                              	
9.23616E+5 9.53970E+8                                                                                                                                                              	
9.25152E+5 9.54237E+8                                                                                                                                                              	
9.26688E+5 9.54503E+8                                                                                                                                                              	
9.28224E+5 9.54769E+8                                                                                                                                                              	
9.29760E+5 9.55034E+8                                                                                                                                                              	
9.31296E+5 9.55297E+8                                                                                                                                                              	
9.32832E+5 9.55560E+8                                                                                                                                                              	
9.34368E+5 9.55823E+8                                                                                                                                                              	
9.35904E+5 9.56084E+8                                                                                                                                                              	
9.37440E+5 9.56345E+8                                                                                                                                                              	
9.38976E+5 9.56605E+8                                                                                                                                                              	
9.40512E+5 9.56865E+8                                                                                                                                                              	
9.42048E+5 9.57123E+8                                                                                                                                                              	
9.43584E+5 9.57381E+8                                                                                                                                                              	
9.45120E+5 9.57638E+8                                                                                                                                                              	
9.46656E+5 9.57895E+8                                                                                                                                                              	
9.48192E+5 9.58150E+8                                                                                                                                                              	
9.49728E+5 9.58405E+8                                                                                                                                                              	
9.51264E+5 9.58659E+8                                                                                                                                                              	
9.52800E+5 9.58913E+8                                                                                                                                                              	
9.54336E+5 9.59165E+8                                                                                                                                                              	
9.55872E+5 9.59417E+8                                                                                                                                                              	
9.57408E+5 9.59669E+8                                                                                                                                                              	
9.58944E+5 9.59919E+8                                                                                                                                                              	
9.60480E+5 9.60169E+8                                                                                                                                                              	
9.62016E+5 9.60418E+8                                                                                                                                                              	
9.63600E+5 9.60674E+8                                                                                                                                                              	
9.65136E+5 9.60922E+8                                                                                                                                                              	
9.66672E+5 9.61169E+8                                                                                                                                                              	
9.68208E+5 9.61415E+8                                                                                                                                                              	
9.69744E+5 9.61661E+8                                                                                                                                                              	
9.71280E+5 9.61906E+8                                                                                                                                                              	
9.72816E+5 9.62150E+8                                                                                                                                                              	
9.74352E+5 9.62394E+8                                                                                                                                                              	
9.75888E+5 9.62636E+8                                                                                                                                                              	
9.77424E+5 9.62879E+8                                                                                                                                                              	
9.78960E+5 9.63120E+8                                                                                                                                                              	
9.80496E+5 9.63361E+8                                                                                                                                                              	
9.82032E+5 9.63601E+8                                                                                                                                                              	
9.83568E+5 9.63840E+8                                                                                                                                                              	
9.85104E+5 9.64079E+8                                                                                                                                                              	
9.86640E+5 9.64317E+8                                                                                                                                                              	
9.88176E+5 9.64555E+8                                                                                                                                                              	
9.89712E+5 9.64791E+8                                                                                                                                                              	
9.91248E+5 9.65028E+8                                                                                                                                                              	
9.92784E+5 9.65263E+8                                                                                                                                                              	
9.94320E+5 9.65498E+8                                                                                                                                                              	
9.95856E+5 9.65732E+8                                                                                                                                                              	
9.97392E+5 9.65966E+8                                                                                                                                                              	
9.98928E+5 9.66198E+8                                                                                                                                                              	
1.00046E+6 9.66431E+8                                                                                                                                                              	
1.00200E+6 9.66662E+8                                                                                                                                                              	
1.00354E+6 9.66893E+8                                                                                                                                                              	
1.00507E+6 9.67124E+8                                                                                                                                                              	
1.00661E+6 9.67353E+8                                                                                                                                                              	
1.00814E+6 9.67582E+8                                                                                                                                                              	
1.00968E+6 9.67811E+8                                                                                                                                                              	
1.01122E+6 9.68038E+8                                                                                                                                                              	
1.01275E+6 9.68266E+8                                                                                                                                                              	
1.01429E+6 9.68492E+8                                                                                                                                                              	
1.01582E+6 9.68718E+8                                                                                                                                                              	
1.01736E+6 9.68943E+8                                                                                                                                                              	
1.01890E+6 9.69168E+8                                                                                                                                                              	
1.02043E+6 9.69392E+8                                                                                                                                                              	
1.02197E+6 9.69616E+8                                                                                                                                                              	
1.02350E+6 9.69838E+8                                                                                                                                                              	
1.02504E+6 9.70061E+8                                                                                                                                                              	
1.02658E+6 9.70282E+8                                                                                                                                                              	
1.02811E+6 9.70503E+8                                                                                                                                                              	
1.02965E+6 9.70724E+8                                                                                                                                                              	
1.03118E+6 9.70944E+8                                                                                                                                                              	
1.03272E+6 9.71163E+8                                                                                                                                                              	
1.03426E+6 9.71381E+8                                                                                                                                                              	
1.03579E+6 9.71599E+8                                                                                                                                                              	
1.03733E+6 9.71817E+8                                                                                                                                                              	
1.03886E+6 9.72034E+8                                                                                                                                                              	
1.04040E+6 9.72250E+8                                                                                                                                                              	
1.04194E+6 9.72466E+8                                                                                                                                                              	
1.04347E+6 9.72681E+8                                                                                                                                                              	
1.04501E+6 9.72895E+8                                                                                                                                                              	
1.04654E+6 9.73109E+8                                                                                                                                                              	
1.04808E+6 9.73323E+8                                                                                                                                                              	
1.04962E+6 9.73536E+8                                                                                                                                                              	
1.05120E+6 9.73755E+8                                                                                                                                                              	
1.05274E+6 9.73966E+8                                                                                                                                                              	
1.05427E+6 9.74177E+8                                                                                                                                                              	
1.05581E+6 9.74388E+8                                                                                                                                                              	
1.05734E+6 9.74598E+8                                                                                                                                                              	
1.05888E+6 9.74807E+8                                                                                                                                                              	
1.06042E+6 9.75016E+8                                                                                                                                                              	
1.06195E+6 9.75225E+8                                                                                                                                                              	
1.06349E+6 9.75432E+8                                                                                                                                                              	
1.06502E+6 9.75639E+8                                                                                                                                                              	
1.06656E+6 9.75846E+8                                                                                                                                                              	
1.06810E+6 9.76052E+8                                                                                                                                                              	
1.06963E+6 9.76258E+8                                                                                                                                                              	
1.07117E+6 9.76463E+8                                                                                                                                                              	
1.07270E+6 9.76667E+8                                                                                                                                                              	
1.07424E+6 9.76871E+8                                                                                                                                                              	
1.07578E+6 9.77075E+8                                                                                                                                                              	
1.07731E+6 9.77278E+8                                                                                                                                                              	
1.07885E+6 9.77480E+8                                                                                                                                                              	
1.08038E+6 9.77682E+8                                                                                                                                                              	
1.08192E+6 9.77883E+8                                                                                                                                                              	
1.08346E+6 9.78084E+8                                                                                                                                                              	
1.08499E+6 9.78284E+8                                                                                                                                                              	
1.08653E+6 9.78484E+8                                                                                                                                                              	
1.08806E+6 9.78683E+8                                                                                                                                                              	
1.08960E+6 9.78882E+8                                                                                                                                                              	
1.09114E+6 9.79080E+8                                                                                                                                                              	
1.09267E+6 9.79277E+8                                                                                                                                                              	
1.09421E+6 9.79474E+8                                                                                                                                                              	
1.09574E+6 9.79671E+8                                                                                                                                                              	
1.09728E+6 9.79867E+8                                                                                                                                                              	
1.09882E+6 9.80063E+8                                                                                                                                                              	
1.10035E+6 9.80258E+8                                                                                                                                                              	
1.10189E+6 9.80452E+8                                                                                                                                                              	
1.10342E+6 9.80646E+8                                                                                                                                                              	
1.10496E+6 9.80840E+8                                                                                                                                                              	
1.10650E+6 9.81033E+8                                                                                                                                                              	
1.10803E+6 9.81226E+8                                                                                                                                                              	
1.10957E+6 9.81418E+8                                                                                                                                                              	
1.11110E+6 9.81609E+8                                                                                                                                                              	
1.11264E+6 9.81800E+8                                                                                                                                                              	
1.11418E+6 9.81991E+8                                                                                                                                                              	
1.11571E+6 9.82181E+8                                                                                                                                                              	
1.11725E+6 9.82371E+8                                                                                                                                                              	
1.11878E+6 9.82560E+8                                                                                                                                                              	
1.12032E+6 9.82748E+8                                                                                                                                                              	
1.12186E+6 9.82937E+8                                                                                                                                                              	
1.12339E+6 9.83124E+8                                                                                                                                                              	
1.12493E+6 9.83311E+8                                                                                                                                                              	
1.12646E+6 9.83498E+8                                                                                                                                                              	
1.12800E+6 9.83684E+8                                                                                                                                                              	
1.12954E+6 9.83870E+8                                                                                                                                                              	
1.13107E+6 9.84055E+8                                                                                                                                                              	
1.13261E+6 9.84240E+8                                                                                                                                                              	
1.13414E+6 9.84425E+8                                                                                                                                                              	
1.13568E+6 9.84608E+8                                                                                                                                                              	
1.13722E+6 9.84792E+8                                                                                                                                                              	
1.13880E+6 9.84981E+8                                                                                                                                                              	
1.14034E+6 9.85163E+8                                                                                                                                                              	
1.14187E+6 9.85345E+8                                                                                                                                                              	
1.14341E+6 9.85527E+8                                                                                                                                                              	
1.14494E+6 9.85708E+8                                                                                                                                                              	
1.14648E+6 9.85888E+8                                                                                                                                                              	
1.14802E+6 9.86069E+8                                                                                                                                                              	
1.14955E+6 9.86248E+8                                                                                                                                                              	
1.15109E+6 9.86428E+8                                                                                                                                                              	
1.15262E+6 9.86606E+8                                                                                                                                                              	
1.15416E+6 9.86785E+8                                                                                                                                                              	
1.15570E+6 9.86963E+8                                                                                                                                                              	
1.15723E+6 9.87140E+8                                                                                                                                                              	
1.15877E+6 9.87317E+8                                                                                                                                                              	
1.16030E+6 9.87494E+8                                                                                                                                                              	
1.16184E+6 9.87670E+8                                                                                                                                                              	
1.16338E+6 9.87846E+8                                                                                                                                                              	
1.16491E+6 9.88021E+8                                                                                                                                                              	
1.16645E+6 9.88196E+8                                                                                                                                                              	
1.16798E+6 9.88370E+8                                                                                                                                                              	
1.16952E+6 9.88544E+8                                                                                                                                                              	
1.17106E+6 9.88718E+8                                                                                                                                                              	
1.17259E+6 9.88891E+8                                                                                                                                                              	
1.17413E+6 9.89064E+8                                                                                                                                                              	
1.17566E+6 9.89236E+8                                                                                                                                                              	
1.17720E+6 9.89408E+8                                                                                                                                                              	
1.17874E+6 9.89579E+8                                                                                                                                                              	
1.18027E+6 9.89750E+8                                                                                                                                                              	
1.18181E+6 9.89921E+8                                                                                                                                                              	
1.18334E+6 9.90091E+8                                                                                                                                                              	
1.18488E+6 9.90261E+8                                                                                                                                                              	
1.18642E+6 9.90430E+8                                                                                                                                                              	
1.18795E+6 9.90599E+8                                                                                                                                                              	
1.18949E+6 9.90767E+8                                                                                                                                                              	
1.19102E+6 9.90935E+8                                                                                                                                                              	
1.19256E+6 9.91103E+8                                                                                                                                                              	
1.19410E+6 9.91270E+8                                                                                                                                                              	
1.19563E+6 9.91437E+8                                                                                                                                                              	
1.19717E+6 9.91604E+8                                                                                                                                                              	
1.19870E+6 9.91770E+8                                                                                                                                                              	
1.20024E+6 9.91935E+8                                                                                                                                                              	
1.20178E+6 9.92100E+8                                                                                                                                                              	
1.20331E+6 9.92265E+8                                                                                                                                                              	
1.20485E+6 9.92430E+8                                                                                                                                                              	
1.20638E+6 9.92594E+8                                                                                                                                                              	
1.20792E+6 9.92757E+8                                                                                                                                                              	
1.20946E+6 9.92920E+8                                                                                                                                                              	
1.21099E+6 9.93083E+8                                                                                                                                                              	
1.21253E+6 9.93246E+8                                                                                                                                                              	
1.21406E+6 9.93408E+8                                                                                                                                                              	
1.21560E+6 9.93569E+8                                                                                                                                                              	
1.21714E+6 9.93731E+8                                                                                                                                                              	
1.21867E+6 9.93891E+8                                                                                                                                                              	
1.22021E+6 9.94052E+8                                                                                                                                                              	
1.22174E+6 9.94212E+8                                                                                                                                                              	
1.22328E+6 9.94372E+8                                                                                                                                                              	
1.22482E+6 9.94531E+8                                                                                                                                                              	
1.22640E+6 9.94695E+8                                                                                                                                                              	
1.22794E+6 9.94853E+8                                                                                                                                                              	
1.22947E+6 9.95011E+8                                                                                                                                                              	
1.23101E+6 9.95169E+8                                                                                                                                                              	
1.23254E+6 9.95327E+8                                                                                                                                                              	
1.23408E+6 9.95484E+8                                                                                                                                                              	
1.23562E+6 9.95640E+8                                                                                                                                                              	
1.23715E+6 9.95797E+8                                                                                                                                                              	
1.23869E+6 9.95952E+8                                                                                                                                                              	
1.24022E+6 9.96108E+8                                                                                                                                                              	
1.24176E+6 9.96263E+8                                                                                                                                                              	
1.24330E+6 9.96418E+8                                                                                                                                                              	
1.24483E+6 9.96572E+8                                                                                                                                                              	
1.24637E+6 9.96726E+8                                                                                                                                                              	
1.24790E+6 9.96880E+8                                                                                                                                                              	
1.24944E+6 9.97033E+8                                                                                                                                                              	
1.25098E+6 9.97186E+8                                                                                                                                                              	
1.25251E+6 9.97339E+8                                                                                                                                                              	
1.25405E+6 9.97491E+8                                                                                                                                                              	
1.25558E+6 9.97643E+8                                                                                                                                                              	
1.25712E+6 9.97794E+8                                                                                                                                                              	
1.25866E+6 9.97946E+8                                                                                                                                                              	
1.26019E+6 9.98096E+8                                                                                                                                                              	
1.26173E+6 9.98247E+8                                                                                                                                                              	
1.26326E+6 9.98397E+8                                                                                                                                                              	
1.26480E+6 9.98547E+8                                                                                                                                                              	
1.26634E+6 9.98696E+8                                                                                                                                                              	
1.26787E+6 9.98845E+8                                                                                                                                                              	
1.26941E+6 9.98994E+8                                                                                                                                                              	
1.27094E+6 9.99142E+8                                                                                                                                                              	
1.27248E+6 9.99290E+8                                                                                                                                                              	
1.27402E+6 9.99438E+8                                                                                                                                                              	
1.27555E+6 9.99585E+8                                                                                                                                                              	
1.27709E+6 9.99732E+8                                                                                                                                                              	
