Simulated gas rate (Surface) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas rate (Surface) (Run 1 - Model output - P01) - 1151 points_Gas rate	
(hr) (Mscf/D)                                                                                                                                                        	
8.80608E+5 4.54639                                                                                                                                                   	
8.82144E+5 4.53271                                                                                                                                                   	
8.83680E+5 4.51908                                                                                                                                                   	
8.85216E+5 4.50551                                                                                                                                                   	
8.86752E+5 4.49199                                                                                                                                                   	
8.88288E+5 4.47853                                                                                                                                                   	
8.89824E+5 4.46512                                                                                                                                                   	
8.91360E+5 4.45177                                                                                                                                                   	
8.92896E+5 4.43847                                                                                                                                                   	
8.94432E+5 4.42522                                                                                                                                                   	
8.95968E+5 4.41202                                                                                                                                                   	
8.97504E+5 4.39888                                                                                                                                                   	
8.99040E+5 4.38580                                                                                                                                                   	
9.00576E+5 4.37276                                                                                                                                                   	
9.02112E+5 4.35978                                                                                                                                                   	
9.03648E+5 4.34687                                                                                                                                                   	
9.05184E+5 4.33400                                                                                                                                                   	
9.06720E+5 4.32119                                                                                                                                                   	
9.08256E+5 4.30842                                                                                                                                                   	
9.09792E+5 4.29572                                                                                                                                                   	
9.11328E+5 4.28306                                                                                                                                                   	
9.12864E+5 4.27046                                                                                                                                                   	
9.14400E+5 4.25790                                                                                                                                                   	
9.15936E+5 4.24540                                                                                                                                                   	
9.17472E+5 4.23295                                                                                                                                                   	
9.19008E+5 4.22055                                                                                                                                                   	
9.20544E+5 4.20819                                                                                                                                                   	
9.22080E+5 4.19589                                                                                                                                                   	
9.23616E+5 4.18364                                                                                                                                                   	
9.25152E+5 4.17143                                                                                                                                                   	
9.26688E+5 4.15927                                                                                                                                                   	
9.28224E+5 4.14716                                                                                                                                                   	
9.29760E+5 4.13510                                                                                                                                                   	
9.31296E+5 4.12309                                                                                                                                                   	
9.32832E+5 4.11112                                                                                                                                                   	
9.34368E+5 4.09921                                                                                                                                                   	
9.35904E+5 4.08734                                                                                                                                                   	
9.37440E+5 4.07552                                                                                                                                                   	
9.38976E+5 4.06375                                                                                                                                                   	
9.40512E+5 4.05202                                                                                                                                                   	
9.42048E+5 4.04034                                                                                                                                                   	
9.43584E+5 4.02871                                                                                                                                                   	
9.45120E+5 4.01712                                                                                                                                                   	
9.46656E+5 4.00558                                                                                                                                                   	
9.48192E+5 3.99409                                                                                                                                                   	
9.49728E+5 3.98264                                                                                                                                                   	
9.51264E+5 3.97123                                                                                                                                                   	
9.52800E+5 3.95987                                                                                                                                                   	
9.54336E+5 3.94856                                                                                                                                                   	
9.55872E+5 3.93728                                                                                                                                                   	
9.57408E+5 3.92605                                                                                                                                                   	
9.58944E+5 3.91487                                                                                                                                                   	
9.60480E+5 3.90373                                                                                                                                                   	
9.62016E+5 3.89263                                                                                                                                                   	
9.63600E+5 3.88123                                                                                                                                                   	
9.65136E+5 3.87023                                                                                                                                                   	
9.66672E+5 3.85926                                                                                                                                                   	
9.68208E+5 3.84834                                                                                                                                                   	
9.69744E+5 3.83747                                                                                                                                                   	
9.71280E+5 3.82663                                                                                                                                                   	
9.72816E+5 3.81584                                                                                                                                                   	
9.74352E+5 3.80509                                                                                                                                                   	
9.75888E+5 3.79437                                                                                                                                                   	
9.77424E+5 3.78371                                                                                                                                                   	
9.78960E+5 3.77308                                                                                                                                                   	
9.80496E+5 3.76249                                                                                                                                                   	
9.82032E+5 3.75194                                                                                                                                                   	
9.83568E+5 3.74143                                                                                                                                                   	
9.85104E+5 3.73098                                                                                                                                                   	
9.86640E+5 3.72055                                                                                                                                                   	
9.88176E+5 3.71016                                                                                                                                                   	
9.89712E+5 3.69982                                                                                                                                                   	
9.91248E+5 3.68952                                                                                                                                                   	
9.92784E+5 3.67925                                                                                                                                                   	
9.94320E+5 3.66903                                                                                                                                                   	
9.95856E+5 3.65884                                                                                                                                                   	
9.97392E+5 3.64869                                                                                                                                                   	
9.98928E+5 3.63858                                                                                                                                                   	
1.00046E+6 3.62851                                                                                                                                                   	
1.00200E+6 3.61848                                                                                                                                                   	
1.00354E+6 3.60848                                                                                                                                                   	
1.00507E+6 3.59853                                                                                                                                                   	
1.00661E+6 3.58860                                                                                                                                                   	
1.00814E+6 3.57872                                                                                                                                                   	
1.00968E+6 3.56888                                                                                                                                                   	
1.01122E+6 3.55907                                                                                                                                                   	
1.01275E+6 3.54930                                                                                                                                                   	
1.01429E+6 3.53957                                                                                                                                                   	
1.01582E+6 3.52987                                                                                                                                                   	
1.01736E+6 3.52022                                                                                                                                                   	
1.01890E+6 3.51059                                                                                                                                                   	
1.02043E+6 3.50101                                                                                                                                                   	
1.02197E+6 3.49146                                                                                                                                                   	
1.02350E+6 3.48195                                                                                                                                                   	
1.02504E+6 3.47247                                                                                                                                                   	
1.02658E+6 3.46302                                                                                                                                                   	
1.02811E+6 3.45361                                                                                                                                                   	
1.02965E+6 3.44424                                                                                                                                                   	
1.03118E+6 3.43490                                                                                                                                                   	
1.03272E+6 3.42560                                                                                                                                                   	
1.03426E+6 3.41632                                                                                                                                                   	
1.03579E+6 3.40708                                                                                                                                                   	
1.03733E+6 3.39788                                                                                                                                                   	
1.03886E+6 3.38871                                                                                                                                                   	
1.04040E+6 3.37958                                                                                                                                                   	
1.04194E+6 3.37048                                                                                                                                                   	
1.04347E+6 3.36141                                                                                                                                                   	
1.04501E+6 3.35238                                                                                                                                                   	
1.04654E+6 3.34338                                                                                                                                                   	
1.04808E+6 3.33441                                                                                                                                                   	
1.04962E+6 3.32548                                                                                                                                                   	
1.05120E+6 3.31631                                                                                                                                                   	
1.05274E+6 3.30744                                                                                                                                                   	
1.05427E+6 3.29861                                                                                                                                                   	
1.05581E+6 3.28981                                                                                                                                                   	
1.05734E+6 3.28104                                                                                                                                                   	
1.05888E+6 3.27231                                                                                                                                                   	
1.06042E+6 3.26360                                                                                                                                                   	
1.06195E+6 3.25493                                                                                                                                                   	
1.06349E+6 3.24630                                                                                                                                                   	
1.06502E+6 3.23769                                                                                                                                                   	
1.06656E+6 3.22911                                                                                                                                                   	
1.06810E+6 3.22057                                                                                                                                                   	
1.06963E+6 3.21206                                                                                                                                                   	
1.07117E+6 3.20357                                                                                                                                                   	
1.07270E+6 3.19512                                                                                                                                                   	
1.07424E+6 3.18669                                                                                                                                                   	
1.07578E+6 3.17829                                                                                                                                                   	
1.07731E+6 3.16991                                                                                                                                                   	
1.07885E+6 3.16159                                                                                                                                                   	
1.08038E+6 3.15328                                                                                                                                                   	
1.08192E+6 3.14500                                                                                                                                                   	
1.08346E+6 3.13676                                                                                                                                                   	
1.08499E+6 3.12854                                                                                                                                                   	
1.08653E+6 3.12035                                                                                                                                                   	
1.08806E+6 3.11220                                                                                                                                                   	
1.08960E+6 3.10407                                                                                                                                                   	
1.09114E+6 3.09598                                                                                                                                                   	
1.09267E+6 3.08791                                                                                                                                                   	
1.09421E+6 3.07987                                                                                                                                                   	
1.09574E+6 3.07186                                                                                                                                                   	
1.09728E+6 3.06388                                                                                                                                                   	
1.09882E+6 3.05593                                                                                                                                                   	
1.10035E+6 3.04801                                                                                                                                                   	
1.10189E+6 3.04012                                                                                                                                                   	
1.10342E+6 3.03225                                                                                                                                                   	
1.10496E+6 3.02441                                                                                                                                                   	
1.10650E+6 3.01660                                                                                                                                                   	
1.10803E+6 3.00881                                                                                                                                                   	
1.10957E+6 3.00106                                                                                                                                                   	
1.11110E+6 2.99333                                                                                                                                                   	
1.11264E+6 2.98562                                                                                                                                                   	
1.11418E+6 2.97795                                                                                                                                                   	
1.11571E+6 2.97030                                                                                                                                                   	
1.11725E+6 2.96268                                                                                                                                                   	
1.11878E+6 2.95508                                                                                                                                                   	
1.12032E+6 2.94752                                                                                                                                                   	
1.12186E+6 2.93997                                                                                                                                                   	
1.12339E+6 2.93246                                                                                                                                                   	
1.12493E+6 2.92497                                                                                                                                                   	
1.12646E+6 2.91751                                                                                                                                                   	
1.12800E+6 2.91007                                                                                                                                                   	
1.12954E+6 2.90265                                                                                                                                                   	
1.13107E+6 2.89527                                                                                                                                                   	
1.13261E+6 2.88791                                                                                                                                                   	
1.13414E+6 2.88057                                                                                                                                                   	
1.13568E+6 2.87326                                                                                                                                                   	
1.13722E+6 2.86598                                                                                                                                                   	
1.13880E+6 2.85849                                                                                                                                                   	
1.14034E+6 2.85126                                                                                                                                                   	
1.14187E+6 2.84405                                                                                                                                                   	
1.14341E+6 2.83687                                                                                                                                                   	
1.14494E+6 2.82972                                                                                                                                                   	
1.14648E+6 2.82258                                                                                                                                                   	
1.14802E+6 2.81548                                                                                                                                                   	
1.14955E+6 2.80839                                                                                                                                                   	
1.15109E+6 2.80133                                                                                                                                                   	
1.15262E+6 2.79430                                                                                                                                                   	
1.15416E+6 2.78728                                                                                                                                                   	
1.15570E+6 2.78030                                                                                                                                                   	
1.15723E+6 2.77333                                                                                                                                                   	
1.15877E+6 2.76640                                                                                                                                                   	
1.16030E+6 2.75948                                                                                                                                                   	
1.16184E+6 2.75259                                                                                                                                                   	
1.16338E+6 2.74572                                                                                                                                                   	
1.16491E+6 2.73888                                                                                                                                                   	
1.16645E+6 2.73205                                                                                                                                                   	
1.16798E+6 2.72525                                                                                                                                                   	
1.16952E+6 2.71848                                                                                                                                                   	
1.17106E+6 2.71172                                                                                                                                                   	
1.17259E+6 2.70500                                                                                                                                                   	
1.17413E+6 2.69829                                                                                                                                                   	
1.17566E+6 2.69160                                                                                                                                                   	
1.17720E+6 2.68494                                                                                                                                                   	
1.17874E+6 2.67831                                                                                                                                                   	
1.18027E+6 2.67169                                                                                                                                                   	
1.18181E+6 2.66510                                                                                                                                                   	
1.18334E+6 2.65853                                                                                                                                                   	
1.18488E+6 2.65198                                                                                                                                                   	
1.18642E+6 2.64546                                                                                                                                                   	
1.18795E+6 2.63895                                                                                                                                                   	
1.18949E+6 2.63247                                                                                                                                                   	
1.19102E+6 2.62601                                                                                                                                                   	
1.19256E+6 2.61957                                                                                                                                                   	
1.19410E+6 2.61315                                                                                                                                                   	
1.19563E+6 2.60675                                                                                                                                                   	
1.19717E+6 2.60038                                                                                                                                                   	
1.19870E+6 2.59402                                                                                                                                                   	
1.20024E+6 2.58769                                                                                                                                                   	
1.20178E+6 2.58138                                                                                                                                                   	
1.20331E+6 2.57508                                                                                                                                                   	
1.20485E+6 2.56881                                                                                                                                                   	
1.20638E+6 2.56257                                                                                                                                                   	
1.20792E+6 2.55634                                                                                                                                                   	
1.20946E+6 2.55013                                                                                                                                                   	
1.21099E+6 2.54394                                                                                                                                                   	
1.21253E+6 2.53778                                                                                                                                                   	
1.21406E+6 2.53163                                                                                                                                                   	
1.21560E+6 2.52550                                                                                                                                                   	
1.21714E+6 2.51940                                                                                                                                                   	
1.21867E+6 2.51332                                                                                                                                                   	
1.22021E+6 2.50725                                                                                                                                                   	
1.22174E+6 2.50121                                                                                                                                                   	
1.22328E+6 2.49518                                                                                                                                                   	
1.22482E+6 2.48918                                                                                                                                                   	
1.22640E+6 2.48301                                                                                                                                                   	
1.22794E+6 2.47704                                                                                                                                                   	
1.22947E+6 2.47109                                                                                                                                                   	
1.23101E+6 2.46517                                                                                                                                                   	
1.23254E+6 2.45926                                                                                                                                                   	
1.23408E+6 2.45337                                                                                                                                                   	
1.23562E+6 2.44750                                                                                                                                                   	
1.23715E+6 2.44164                                                                                                                                                   	
1.23869E+6 2.43581                                                                                                                                                   	
1.24022E+6 2.43000                                                                                                                                                   	
1.24176E+6 2.42420                                                                                                                                                   	
1.24330E+6 2.41843                                                                                                                                                   	
1.24483E+6 2.41267                                                                                                                                                   	
1.24637E+6 2.40693                                                                                                                                                   	
1.24790E+6 2.40121                                                                                                                                                   	
1.24944E+6 2.39551                                                                                                                                                   	
1.25098E+6 2.38983                                                                                                                                                   	
1.25251E+6 2.38417                                                                                                                                                   	
1.25405E+6 2.37852                                                                                                                                                   	
1.25558E+6 2.37290                                                                                                                                                   	
1.25712E+6 2.36729                                                                                                                                                   	
1.25866E+6 2.36170                                                                                                                                                   	
1.26019E+6 2.35613                                                                                                                                                   	
1.26173E+6 2.35058                                                                                                                                                   	
1.26326E+6 2.34504                                                                                                                                                   	
1.26480E+6 2.33953                                                                                                                                                   	
1.26634E+6 2.33403                                                                                                                                                   	
1.26787E+6 2.32854                                                                                                                                                   	
1.26941E+6 2.32308                                                                                                                                                   	
1.27094E+6 2.31763                                                                                                                                                   	
1.27248E+6 2.31220                                                                                                                                                   	
1.27402E+6 2.30679                                                                                                                                                   	
1.27555E+6 2.30139                                                                                                                                                   	
1.27709E+6 2.29601                                                                                                                                                   	
1.27862E+6 2.29065                                                                                                                                                   	
1.28016E+6 2.28530                                                                                                                                                   	
1.28170E+6 2.27997                                                                                                                                                   	
1.28323E+6 2.27466                                                                                                                                                   	
1.28477E+6 2.26936                                                                                                                                                   	
1.28630E+6 2.26408                                                                                                                                                   	
1.28784E+6 2.25882                                                                                                                                                   	
1.28938E+6 2.25358                                                                                                                                                   	
1.29091E+6 2.24835                                                                                                                                                   	
