Simulated gas rate (Bottomhole) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas rate (Bottomhole) (Run 1 - Model output - P01) - 1151 points_Gas rate downhole	
(hr) (Mcf/D)                                                                                                                                                                        	
8.32944E+5 0.308734                                                                                                                                                                 	
8.34480E+5 0.30777                                                                                                                                                                  	
8.36016E+5 0.30681                                                                                                                                                                  	
8.37552E+5 0.305854                                                                                                                                                                 	
8.39088E+5 0.304903                                                                                                                                                                 	
8.40624E+5 0.303955                                                                                                                                                                 	
8.42160E+5 0.303012                                                                                                                                                                 	
8.43696E+5 0.302073                                                                                                                                                                 	
8.45232E+5 0.301137                                                                                                                                                                 	
8.46768E+5 0.300206                                                                                                                                                                 	
8.48304E+5 0.299278                                                                                                                                                                 	
8.49840E+5 0.298355                                                                                                                                                                 	
8.51376E+5 0.297435                                                                                                                                                                 	
8.52912E+5 0.29652                                                                                                                                                                  	
8.54448E+5 0.295608                                                                                                                                                                 	
8.55984E+5 0.2947                                                                                                                                                                   	
8.57520E+5 0.293795                                                                                                                                                                 	
8.59056E+5 0.292895                                                                                                                                                                 	
8.60592E+5 0.291999                                                                                                                                                                 	
8.62128E+5 0.291106                                                                                                                                                                 	
8.63664E+5 0.290217                                                                                                                                                                 	
8.65200E+5 0.289332                                                                                                                                                                 	
8.66736E+5 0.28845                                                                                                                                                                  	
8.68272E+5 0.287573                                                                                                                                                                 	
8.69808E+5 0.286699                                                                                                                                                                 	
8.71344E+5 0.285828                                                                                                                                                                 	
8.72880E+5 0.284962                                                                                                                                                                 	
8.74416E+5 0.284099                                                                                                                                                                 	
8.76000E+5 0.283212                                                                                                                                                                 	
8.77536E+5 0.282357                                                                                                                                                                 	
8.79072E+5 0.281505                                                                                                                                                                 	
8.80608E+5 0.280656                                                                                                                                                                 	
8.82144E+5 0.279811                                                                                                                                                                 	
8.83680E+5 0.27897                                                                                                                                                                  	
8.85216E+5 0.278132                                                                                                                                                                 	
8.86752E+5 0.277298                                                                                                                                                                 	
8.88288E+5 0.276467                                                                                                                                                                 	
8.89824E+5 0.275639                                                                                                                                                                 	
8.91360E+5 0.274815                                                                                                                                                                 	
8.92896E+5 0.273994                                                                                                                                                                 	
8.94432E+5 0.273176                                                                                                                                                                 	
8.95968E+5 0.272361                                                                                                                                                                 	
8.97504E+5 0.27155                                                                                                                                                                  	
8.99040E+5 0.270742                                                                                                                                                                 	
9.00576E+5 0.269938                                                                                                                                                                 	
9.02112E+5 0.269136                                                                                                                                                                 	
9.03648E+5 0.268339                                                                                                                                                                 	
9.05184E+5 0.267545                                                                                                                                                                 	
9.06720E+5 0.266754                                                                                                                                                                 	
9.08256E+5 0.265966                                                                                                                                                                 	
9.09792E+5 0.265182                                                                                                                                                                 	
9.11328E+5 0.2644                                                                                                                                                                   	
9.12864E+5 0.263622                                                                                                                                                                 	
9.14400E+5 0.262847                                                                                                                                                                 	
9.15936E+5 0.262076                                                                                                                                                                 	
9.17472E+5 0.261307                                                                                                                                                                 	
9.19008E+5 0.260541                                                                                                                                                                 	
9.20544E+5 0.259778                                                                                                                                                                 	
9.22080E+5 0.259019                                                                                                                                                                 	
9.23616E+5 0.258263                                                                                                                                                                 	
9.25152E+5 0.257509                                                                                                                                                                 	
9.26688E+5 0.256759                                                                                                                                                                 	
9.28224E+5 0.256011                                                                                                                                                                 	
9.29760E+5 0.255267                                                                                                                                                                 	
9.31296E+5 0.254525                                                                                                                                                                 	
9.32832E+5 0.253786                                                                                                                                                                 	
9.34368E+5 0.253051                                                                                                                                                                 	
9.35904E+5 0.252318                                                                                                                                                                 	
9.37440E+5 0.251588                                                                                                                                                                 	
9.38976E+5 0.250862                                                                                                                                                                 	
9.40512E+5 0.250138                                                                                                                                                                 	
9.42048E+5 0.249417                                                                                                                                                                 	
9.43584E+5 0.248699                                                                                                                                                                 	
9.45120E+5 0.247983                                                                                                                                                                 	
9.46656E+5 0.247271                                                                                                                                                                 	
9.48192E+5 0.246562                                                                                                                                                                 	
9.49728E+5 0.245855                                                                                                                                                                 	
9.51264E+5 0.245151                                                                                                                                                                 	
9.52800E+5 0.244449                                                                                                                                                                 	
9.54336E+5 0.243751                                                                                                                                                                 	
9.55872E+5 0.243055                                                                                                                                                                 	
9.57408E+5 0.242362                                                                                                                                                                 	
9.58944E+5 0.241671                                                                                                                                                                 	
9.60480E+5 0.240983                                                                                                                                                                 	
9.62016E+5 0.240298                                                                                                                                                                 	
9.63600E+5 0.239595                                                                                                                                                                 	
9.65136E+5 0.238916                                                                                                                                                                 	
9.66672E+5 0.238239                                                                                                                                                                 	
9.68208E+5 0.237564                                                                                                                                                                 	
9.69744E+5 0.236893                                                                                                                                                                 	
9.71280E+5 0.236224                                                                                                                                                                 	
9.72816E+5 0.235558                                                                                                                                                                 	
9.74352E+5 0.234894                                                                                                                                                                 	
9.75888E+5 0.234233                                                                                                                                                                 	
9.77424E+5 0.233574                                                                                                                                                                 	
9.78960E+5 0.232918                                                                                                                                                                 	
9.80496E+5 0.232264                                                                                                                                                                 	
9.82032E+5 0.231613                                                                                                                                                                 	
9.83568E+5 0.230965                                                                                                                                                                 	
9.85104E+5 0.230319                                                                                                                                                                 	
9.86640E+5 0.229675                                                                                                                                                                 	
9.88176E+5 0.229034                                                                                                                                                                 	
9.89712E+5 0.228396                                                                                                                                                                 	
9.91248E+5 0.22776                                                                                                                                                                  	
9.92784E+5 0.227126                                                                                                                                                                 	
9.94320E+5 0.226495                                                                                                                                                                 	
9.95856E+5 0.225866                                                                                                                                                                 	
9.97392E+5 0.22524                                                                                                                                                                  	
9.98928E+5 0.224616                                                                                                                                                                 	
1.00046E+6 0.223994                                                                                                                                                                 	
1.00200E+6 0.223375                                                                                                                                                                 	
1.00354E+6 0.222758                                                                                                                                                                 	
1.00507E+6 0.222143                                                                                                                                                                 	
1.00661E+6 0.22153                                                                                                                                                                  	
1.00814E+6 0.22092                                                                                                                                                                  	
1.00968E+6 0.220313                                                                                                                                                                 	
1.01122E+6 0.219707                                                                                                                                                                 	
1.01275E+6 0.219104                                                                                                                                                                 	
1.01429E+6 0.218503                                                                                                                                                                 	
1.01582E+6 0.217905                                                                                                                                                                 	
1.01736E+6 0.217309                                                                                                                                                                 	
1.01890E+6 0.216715                                                                                                                                                                 	
1.02043E+6 0.216123                                                                                                                                                                 	
1.02197E+6 0.215534                                                                                                                                                                 	
1.02350E+6 0.214946                                                                                                                                                                 	
1.02504E+6 0.214361                                                                                                                                                                 	
1.02658E+6 0.213778                                                                                                                                                                 	
1.02811E+6 0.213197                                                                                                                                                                 	
1.02965E+6 0.212618                                                                                                                                                                 	
1.03118E+6 0.212042                                                                                                                                                                 	
1.03272E+6 0.211468                                                                                                                                                                 	
1.03426E+6 0.210895                                                                                                                                                                 	
1.03579E+6 0.210325                                                                                                                                                                 	
1.03733E+6 0.209757                                                                                                                                                                 	
1.03886E+6 0.209191                                                                                                                                                                 	
1.04040E+6 0.208627                                                                                                                                                                 	
1.04194E+6 0.208065                                                                                                                                                                 	
1.04347E+6 0.207505                                                                                                                                                                 	
1.04501E+6 0.206948                                                                                                                                                                 	
1.04654E+6 0.206392                                                                                                                                                                 	
1.04808E+6 0.205839                                                                                                                                                                 	
1.04962E+6 0.205287                                                                                                                                                                 	
1.05120E+6 0.204721                                                                                                                                                                 	
1.05274E+6 0.204174                                                                                                                                                                 	
1.05427E+6 0.203628                                                                                                                                                                 	
1.05581E+6 0.203085                                                                                                                                                                 	
1.05734E+6 0.202544                                                                                                                                                                 	
1.05888E+6 0.202005                                                                                                                                                                 	
1.06042E+6 0.201468                                                                                                                                                                 	
1.06195E+6 0.200932                                                                                                                                                                 	
1.06349E+6 0.200399                                                                                                                                                                 	
1.06502E+6 0.199868                                                                                                                                                                 	
1.06656E+6 0.199338                                                                                                                                                                 	
1.06810E+6 0.198811                                                                                                                                                                 	
1.06963E+6 0.198285                                                                                                                                                                 	
1.07117E+6 0.197762                                                                                                                                                                 	
1.07270E+6 0.19724                                                                                                                                                                  	
1.07424E+6 0.196719                                                                                                                                                                 	
1.07578E+6 0.196201                                                                                                                                                                 	
1.07731E+6 0.195684                                                                                                                                                                 	
1.07885E+6 0.19517                                                                                                                                                                  	
1.08038E+6 0.194657                                                                                                                                                                 	
1.08192E+6 0.194146                                                                                                                                                                 	
1.08346E+6 0.193637                                                                                                                                                                 	
1.08499E+6 0.19313                                                                                                                                                                  	
1.08653E+6 0.192624                                                                                                                                                                 	
1.08806E+6 0.192121                                                                                                                                                                 	
1.08960E+6 0.191619                                                                                                                                                                 	
1.09114E+6 0.19112                                                                                                                                                                  	
1.09267E+6 0.190622                                                                                                                                                                 	
1.09421E+6 0.190125                                                                                                                                                                 	
1.09574E+6 0.189631                                                                                                                                                                 	
1.09728E+6 0.189138                                                                                                                                                                 	
1.09882E+6 0.188648                                                                                                                                                                 	
1.10035E+6 0.188158                                                                                                                                                                 	
1.10189E+6 0.187671                                                                                                                                                                 	
1.10342E+6 0.187186                                                                                                                                                                 	
1.10496E+6 0.186702                                                                                                                                                                 	
1.10650E+6 0.186219                                                                                                                                                                 	
1.10803E+6 0.185739                                                                                                                                                                 	
1.10957E+6 0.18526                                                                                                                                                                  	
1.11110E+6 0.184783                                                                                                                                                                 	
1.11264E+6 0.184307                                                                                                                                                                 	
1.11418E+6 0.183834                                                                                                                                                                 	
1.11571E+6 0.183362                                                                                                                                                                 	
1.11725E+6 0.182891                                                                                                                                                                 	
1.11878E+6 0.182422                                                                                                                                                                 	
1.12032E+6 0.181955                                                                                                                                                                 	
1.12186E+6 0.181489                                                                                                                                                                 	
1.12339E+6 0.181025                                                                                                                                                                 	
1.12493E+6 0.180563                                                                                                                                                                 	
1.12646E+6 0.180102                                                                                                                                                                 	
1.12800E+6 0.179643                                                                                                                                                                 	
1.12954E+6 0.179186                                                                                                                                                                 	
1.13107E+6 0.178729                                                                                                                                                                 	
1.13261E+6 0.178275                                                                                                                                                                 	
1.13414E+6 0.177822                                                                                                                                                                 	
1.13568E+6 0.177371                                                                                                                                                                 	
1.13722E+6 0.176921                                                                                                                                                                 	
1.13880E+6 0.176459                                                                                                                                                                 	
1.14034E+6 0.176013                                                                                                                                                                 	
1.14187E+6 0.175568                                                                                                                                                                 	
1.14341E+6 0.175125                                                                                                                                                                 	
1.14494E+6 0.174683                                                                                                                                                                 	
1.14648E+6 0.174243                                                                                                                                                                 	
1.14802E+6 0.173804                                                                                                                                                                 	
1.14955E+6 0.173366                                                                                                                                                                 	
1.15109E+6 0.172931                                                                                                                                                                 	
1.15262E+6 0.172496                                                                                                                                                                 	
1.15416E+6 0.172064                                                                                                                                                                 	
1.15570E+6 0.171632                                                                                                                                                                 	
1.15723E+6 0.171202                                                                                                                                                                 	
1.15877E+6 0.170774                                                                                                                                                                 	
1.16030E+6 0.170347                                                                                                                                                                 	
1.16184E+6 0.169922                                                                                                                                                                 	
1.16338E+6 0.169498                                                                                                                                                                 	
1.16491E+6 0.169075                                                                                                                                                                 	
1.16645E+6 0.168654                                                                                                                                                                 	
1.16798E+6 0.168234                                                                                                                                                                 	
1.16952E+6 0.167816                                                                                                                                                                 	
1.17106E+6 0.167399                                                                                                                                                                 	
1.17259E+6 0.166984                                                                                                                                                                 	
1.17413E+6 0.16657                                                                                                                                                                  	
1.17566E+6 0.166157                                                                                                                                                                 	
1.17720E+6 0.165746                                                                                                                                                                 	
1.17874E+6 0.165336                                                                                                                                                                 	
1.18027E+6 0.164928                                                                                                                                                                 	
1.18181E+6 0.164521                                                                                                                                                                 	
1.18334E+6 0.164115                                                                                                                                                                 	
1.18488E+6 0.163711                                                                                                                                                                 	
1.18642E+6 0.163308                                                                                                                                                                 	
1.18795E+6 0.162907                                                                                                                                                                 	
1.18949E+6 0.162506                                                                                                                                                                 	
1.19102E+6 0.162108                                                                                                                                                                 	
1.19256E+6 0.16171                                                                                                                                                                  	
1.19410E+6 0.161314                                                                                                                                                                 	
1.19563E+6 0.160919                                                                                                                                                                 	
1.19717E+6 0.160525                                                                                                                                                                 	
1.19870E+6 0.160133                                                                                                                                                                 	
1.20024E+6 0.159742                                                                                                                                                                 	
1.20178E+6 0.159353                                                                                                                                                                 	
1.20331E+6 0.158964                                                                                                                                                                 	
1.20485E+6 0.158577                                                                                                                                                                 	
1.20638E+6 0.158191                                                                                                                                                                 	
1.20792E+6 0.157807                                                                                                                                                                 	
1.20946E+6 0.157424                                                                                                                                                                 	
