Simulated reservoir pressure (Run 1 - Model output ) - 1151 points_Elapsed time Simulated reservoir pressure (Run 1 - Model output ) - 1151 points_Pressure	
(hr) (psia)                                                                                                                                                	
8.72880E+5 861.966                                                                                                                                         	
8.74416E+5 860.840                                                                                                                                         	
8.76000E+5 859.682                                                                                                                                         	
8.77536E+5 858.562                                                                                                                                         	
8.79072E+5 857.446                                                                                                                                         	
8.80608E+5 856.333                                                                                                                                         	
8.82144E+5 855.223                                                                                                                                         	
8.83680E+5 854.116                                                                                                                                         	
8.85216E+5 853.013                                                                                                                                         	
8.86752E+5 851.913                                                                                                                                         	
8.88288E+5 850.815                                                                                                                                         	
8.89824E+5 849.721                                                                                                                                         	
8.91360E+5 848.630                                                                                                                                         	
8.92896E+5 847.543                                                                                                                                         	
8.94432E+5 846.458                                                                                                                                         	
8.95968E+5 845.376                                                                                                                                         	
8.97504E+5 844.298                                                                                                                                         	
8.99040E+5 843.223                                                                                                                                         	
9.00576E+5 842.150                                                                                                                                         	
9.02112E+5 841.081                                                                                                                                         	
9.03648E+5 840.015                                                                                                                                         	
9.05184E+5 838.952                                                                                                                                         	
9.06720E+5 837.892                                                                                                                                         	
9.08256E+5 836.835                                                                                                                                         	
9.09792E+5 835.780                                                                                                                                         	
9.11328E+5 834.729                                                                                                                                         	
9.12864E+5 833.681                                                                                                                                         	
9.14400E+5 832.636                                                                                                                                         	
9.15936E+5 831.594                                                                                                                                         	
9.17472E+5 830.554                                                                                                                                         	
9.19008E+5 829.518                                                                                                                                         	
9.20544E+5 828.484                                                                                                                                         	
9.22080E+5 827.454                                                                                                                                         	
9.23616E+5 826.426                                                                                                                                         	
9.25152E+5 825.401                                                                                                                                         	
9.26688E+5 824.379                                                                                                                                         	
9.28224E+5 823.360                                                                                                                                         	
9.29760E+5 822.344                                                                                                                                         	
9.31296E+5 821.330                                                                                                                                         	
9.32832E+5 820.320                                                                                                                                         	
9.34368E+5 819.312                                                                                                                                         	
9.35904E+5 818.307                                                                                                                                         	
9.37440E+5 817.305                                                                                                                                         	
9.38976E+5 816.305                                                                                                                                         	
9.40512E+5 815.309                                                                                                                                         	
9.42048E+5 814.315                                                                                                                                         	
9.43584E+5 813.324                                                                                                                                         	
9.45120E+5 812.335                                                                                                                                         	
9.46656E+5 811.350                                                                                                                                         	
9.48192E+5 810.366                                                                                                                                         	
9.49728E+5 809.386                                                                                                                                         	
9.51264E+5 808.409                                                                                                                                         	
9.52800E+5 807.434                                                                                                                                         	
9.54336E+5 806.462                                                                                                                                         	
9.55872E+5 805.492                                                                                                                                         	
9.57408E+5 804.525                                                                                                                                         	
9.58944E+5 803.561                                                                                                                                         	
9.60480E+5 802.599                                                                                                                                         	
9.62016E+5 801.640                                                                                                                                         	
9.63600E+5 800.654                                                                                                                                         	
9.65136E+5 799.701                                                                                                                                         	
9.66672E+5 798.750                                                                                                                                         	
9.68208E+5 797.801                                                                                                                                         	
9.69744E+5 796.855                                                                                                                                         	
9.71280E+5 795.912                                                                                                                                         	
9.72816E+5 794.971                                                                                                                                         	
9.74352E+5 794.033                                                                                                                                         	
9.75888E+5 793.097                                                                                                                                         	
9.77424E+5 792.164                                                                                                                                         	
9.78960E+5 791.233                                                                                                                                         	
9.80496E+5 790.305                                                                                                                                         	
9.82032E+5 789.379                                                                                                                                         	
9.83568E+5 788.456                                                                                                                                         	
9.85104E+5 787.535                                                                                                                                         	
9.86640E+5 786.617                                                                                                                                         	
9.88176E+5 785.701                                                                                                                                         	
9.89712E+5 784.788                                                                                                                                         	
9.91248E+5 783.877                                                                                                                                         	
9.92784E+5 782.969                                                                                                                                         	
9.94320E+5 782.063                                                                                                                                         	
9.95856E+5 781.159                                                                                                                                         	
9.97392E+5 780.258                                                                                                                                         	
9.98928E+5 779.359                                                                                                                                         	
1.00046E+6 778.463                                                                                                                                         	
1.00200E+6 777.569                                                                                                                                         	
1.00354E+6 776.677                                                                                                                                         	
1.00507E+6 775.788                                                                                                                                         	
1.00661E+6 774.901                                                                                                                                         	
1.00814E+6 774.016                                                                                                                                         	
1.00968E+6 773.134                                                                                                                                         	
1.01122E+6 772.254                                                                                                                                         	
1.01275E+6 771.377                                                                                                                                         	
1.01429E+6 770.501                                                                                                                                         	
1.01582E+6 769.628                                                                                                                                         	
1.01736E+6 768.758                                                                                                                                         	
1.01890E+6 767.889                                                                                                                                         	
1.02043E+6 767.023                                                                                                                                         	
1.02197E+6 766.159                                                                                                                                         	
1.02350E+6 765.298                                                                                                                                         	
1.02504E+6 764.438                                                                                                                                         	
1.02658E+6 763.581                                                                                                                                         	
1.02811E+6 762.727                                                                                                                                         	
1.02965E+6 761.874                                                                                                                                         	
1.03118E+6 761.024                                                                                                                                         	
1.03272E+6 760.175                                                                                                                                         	
1.03426E+6 759.329                                                                                                                                         	
1.03579E+6 758.486                                                                                                                                         	
1.03733E+6 757.644                                                                                                                                         	
1.03886E+6 756.805                                                                                                                                         	
1.04040E+6 755.967                                                                                                                                         	
1.04194E+6 755.132                                                                                                                                         	
1.04347E+6 754.299                                                                                                                                         	
1.04501E+6 753.469                                                                                                                                         	
1.04654E+6 752.640                                                                                                                                         	
1.04808E+6 751.814                                                                                                                                         	
1.04962E+6 750.989                                                                                                                                         	
1.05120E+6 750.141                                                                                                                                         	
1.05274E+6 749.321                                                                                                                                         	
1.05427E+6 748.503                                                                                                                                         	
1.05581E+6 747.688                                                                                                                                         	
1.05734E+6 746.874                                                                                                                                         	
1.05888E+6 746.062                                                                                                                                         	
1.06042E+6 745.253                                                                                                                                         	
1.06195E+6 744.445                                                                                                                                         	
1.06349E+6 743.640                                                                                                                                         	
1.06502E+6 742.837                                                                                                                                         	
1.06656E+6 742.035                                                                                                                                         	
1.06810E+6 741.236                                                                                                                                         	
1.06963E+6 740.439                                                                                                                                         	
1.07117E+6 739.643                                                                                                                                         	
1.07270E+6 738.850                                                                                                                                         	
1.07424E+6 738.059                                                                                                                                         	
1.07578E+6 737.269                                                                                                                                         	
1.07731E+6 736.482                                                                                                                                         	
1.07885E+6 735.697                                                                                                                                         	
1.08038E+6 734.914                                                                                                                                         	
1.08192E+6 734.132                                                                                                                                         	
1.08346E+6 733.353                                                                                                                                         	
1.08499E+6 732.576                                                                                                                                         	
1.08653E+6 731.800                                                                                                                                         	
1.08806E+6 731.027                                                                                                                                         	
1.08960E+6 730.255                                                                                                                                         	
1.09114E+6 729.486                                                                                                                                         	
1.09267E+6 728.718                                                                                                                                         	
1.09421E+6 727.953                                                                                                                                         	
1.09574E+6 727.189                                                                                                                                         	
1.09728E+6 726.427                                                                                                                                         	
1.09882E+6 725.667                                                                                                                                         	
1.10035E+6 724.909                                                                                                                                         	
1.10189E+6 724.153                                                                                                                                         	
1.10342E+6 723.398                                                                                                                                         	
1.10496E+6 722.646                                                                                                                                         	
1.10650E+6 721.895                                                                                                                                         	
1.10803E+6 721.147                                                                                                                                         	
1.10957E+6 720.400                                                                                                                                         	
1.11110E+6 719.655                                                                                                                                         	
1.11264E+6 718.912                                                                                                                                         	
1.11418E+6 718.171                                                                                                                                         	
1.11571E+6 717.431                                                                                                                                         	
1.11725E+6 716.694                                                                                                                                         	
1.11878E+6 715.958                                                                                                                                         	
1.12032E+6 715.224                                                                                                                                         	
1.12186E+6 714.491                                                                                                                                         	
1.12339E+6 713.761                                                                                                                                         	
1.12493E+6 713.032                                                                                                                                         	
1.12646E+6 712.305                                                                                                                                         	
1.12800E+6 711.580                                                                                                                                         	
1.12954E+6 710.857                                                                                                                                         	
1.13107E+6 710.136                                                                                                                                         	
1.13261E+6 709.416                                                                                                                                         	
1.13414E+6 708.698                                                                                                                                         	
1.13568E+6 707.982                                                                                                                                         	
1.13722E+6 707.267                                                                                                                                         	
1.13880E+6 706.532                                                                                                                                         	
1.14034E+6 705.822                                                                                                                                         	
1.14187E+6 705.112                                                                                                                                         	
1.14341E+6 704.405                                                                                                                                         	
1.14494E+6 703.699                                                                                                                                         	
1.14648E+6 702.995                                                                                                                                         	
1.14802E+6 702.293                                                                                                                                         	
1.14955E+6 701.592                                                                                                                                         	
1.15109E+6 700.893                                                                                                                                         	
1.15262E+6 700.196                                                                                                                                         	
1.15416E+6 699.500                                                                                                                                         	
1.15570E+6 698.806                                                                                                                                         	
1.15723E+6 698.114                                                                                                                                         	
1.15877E+6 697.424                                                                                                                                         	
1.16030E+6 696.735                                                                                                                                         	
1.16184E+6 696.048                                                                                                                                         	
1.16338E+6 695.362                                                                                                                                         	
1.16491E+6 694.678                                                                                                                                         	
1.16645E+6 693.996                                                                                                                                         	
1.16798E+6 693.315                                                                                                                                         	
1.16952E+6 692.636                                                                                                                                         	
1.17106E+6 691.959                                                                                                                                         	
1.17259E+6 691.283                                                                                                                                         	
1.17413E+6 690.609                                                                                                                                         	
1.17566E+6 689.936                                                                                                                                         	
1.17720E+6 689.265                                                                                                                                         	
1.17874E+6 688.596                                                                                                                                         	
1.18027E+6 687.928                                                                                                                                         	
1.18181E+6 687.262                                                                                                                                         	
1.18334E+6 686.598                                                                                                                                         	
1.18488E+6 685.935                                                                                                                                         	
1.18642E+6 685.273                                                                                                                                         	
1.18795E+6 684.613                                                                                                                                         	
1.18949E+6 683.955                                                                                                                                         	
1.19102E+6 683.298                                                                                                                                         	
1.19256E+6 682.643                                                                                                                                         	
1.19410E+6 681.989                                                                                                                                         	
1.19563E+6 681.337                                                                                                                                         	
1.19717E+6 680.687                                                                                                                                         	
1.19870E+6 680.038                                                                                                                                         	
1.20024E+6 679.390                                                                                                                                         	
1.20178E+6 678.744                                                                                                                                         	
1.20331E+6 678.100                                                                                                                                         	
1.20485E+6 677.457                                                                                                                                         	
1.20638E+6 676.815                                                                                                                                         	
1.20792E+6 676.175                                                                                                                                         	
1.20946E+6 675.537                                                                                                                                         	
1.21099E+6 674.900                                                                                                                                         	
1.21253E+6 674.264                                                                                                                                         	
1.21406E+6 673.630                                                                                                                                         	
1.21560E+6 672.998                                                                                                                                         	
1.21714E+6 672.367                                                                                                                                         	
1.21867E+6 671.737                                                                                                                                         	
1.22021E+6 671.109                                                                                                                                         	
1.22174E+6 670.483                                                                                                                                         	
1.22328E+6 669.857                                                                                                                                         	
1.22482E+6 669.234                                                                                                                                         	
1.22640E+6 668.592                                                                                                                                         	
1.22794E+6 667.971                                                                                                                                         	
1.22947E+6 667.352                                                                                                                                         	
1.23101E+6 666.734                                                                                                                                         	
1.23254E+6 666.117                                                                                                                                         	
1.23408E+6 665.502                                                                                                                                         	
1.23562E+6 664.888                                                                                                                                         	
1.23715E+6 664.276                                                                                                                                         	
1.23869E+6 663.665                                                                                                                                         	
1.24022E+6 663.056                                                                                                                                         	
1.24176E+6 662.448                                                                                                                                         	
1.24330E+6 661.841                                                                                                                                         	
1.24483E+6 661.236                                                                                                                                         	
1.24637E+6 660.632                                                                                                                                         	
1.24790E+6 660.030                                                                                                                                         	
1.24944E+6 659.429                                                                                                                                         	
1.25098E+6 658.829                                                                                                                                         	
1.25251E+6 658.231                                                                                                                                         	
1.25405E+6 657.634                                                                                                                                         	
1.25558E+6 657.038                                                                                                                                         	
1.25712E+6 656.444                                                                                                                                         	
1.25866E+6 655.851                                                                                                                                         	
1.26019E+6 655.259                                                                                                                                         	
1.26173E+6 654.669                                                                                                                                         	
1.26326E+6 654.080                                                                                                                                         	
1.26480E+6 653.493                                                                                                                                         	
1.26634E+6 652.907                                                                                                                                         	
1.26787E+6 652.322                                                                                                                                         	
1.26941E+6 651.738                                                                                                                                         	
1.27094E+6 651.156                                                                                                                                         	
1.27248E+6 650.575                                                                                                                                         	
1.27402E+6 649.996                                                                                                                                         	
1.27555E+6 649.417                                                                                                                                         	
1.27709E+6 648.840                                                                                                                                         	
1.27862E+6 648.265                                                                                                                                         	
1.28016E+6 647.690                                                                                                                                         	
1.28170E+6 647.117                                                                                                                                         	
1.28323E+6 646.545                                                                                                                                         	
1.28477E+6 645.975                                                                                                                                         	
1.28630E+6 645.406                                                                                                                                         	
1.28784E+6 644.838                                                                                                                                         	
1.28938E+6 644.271                                                                                                                                         	
1.29091E+6 643.706                                                                                                                                         	
1.29245E+6 643.142                                                                                                                                         	
1.29398E+6 642.579                                                                                                                                         	
1.29552E+6 642.017                                                                                                                                         	
1.29706E+6 641.457                                                                                                                                         	
1.29859E+6 640.897                                                                                                                                         	
1.30013E+6 640.340                                                                                                                                         	
1.30166E+6 639.783                                                                                                                                         	
1.30320E+6 639.228                                                                                                                                         	
1.30474E+6 638.673                                                                                                                                         	
1.30627E+6 638.120                                                                                                                                         	
1.30781E+6 637.569                                                                                                                                         	
1.30934E+6 637.018                                                                                                                                         	
